AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress
2297,3322,34,Flea Market - Cheras,"Main Street, Cheras, Malaysia"
2298,3349,13,Sunset Cove - Kota Bharu,"Main Street, Kota Bharu, Malaysia"
2299,3349,76,Grand Mosque - Kota Bharu,"Main Street, Kota Bharu, Malaysia"
2300,3349,34,Farmers' Market - Kota Bharu,"Main Street, Kota Bharu, Malaysia"
2301,3349,76,Sacred Shrine - Kota Bharu,"Main Street, Kota Bharu, Malaysia"
2302,3351,13,Golden Sand Beach - Kota Kinabalu District,"Main Street, Kota Kinabalu District, Malaysia"
2303,3351,34,Night Market - Kota Kinabalu District,"Main Street, Kota Kinabalu District, Malaysia"
2304,3351,91,Wildlife Reserve - Kota Kinabalu District,"Main Street, Kota Kinabalu District, Malaysia"
2305,3351,64,Cultural Heritage Center - Kota Kinabalu District,"Main Street, Kota Kinabalu District, Malaysia"
2306,3428,76,Ancient Temple - Yangon,"Main Street, Yangon, Myanmar"
2307,3428,13,Paradise Beach - Yangon,"Main Street, Yangon, Myanmar"
2308,3428,34,Flea Market - Yangon,"Main Street, Yangon, Myanmar"
2309,3428,76,Ancient Temple - Yangon,"Main Street, Yangon, Myanmar"
2310,3430,34,Flea Market - Yangon Region,"Main Street, Yangon Region, Myanmar"
2311,3430,34,Night Market - Yangon Region,"Main Street, Yangon Region, Myanmar"
2312,3430,91,Botanical Garden - Yangon Region,"Main Street, Yangon Region, Myanmar"
2313,3430,13,Sunset Cove - Yangon Region,"Main Street, Yangon Region, Myanmar"
2314,3427,34,Local Bazaar - Mandalay,"Main Street, Mandalay, Myanmar"
2315,3427,34,Flea Market - Mandalay,"Main Street, Mandalay, Myanmar"
2316,3427,76,Cathedral - Mandalay,"Main Street, Mandalay, Myanmar"
2317,3427,91,Wildlife Reserve - Mandalay,"Main Street, Mandalay, Myanmar"
2318,3515,34,Night Market - Siargao Island,"Main Street, Siargao Island, Philippines"
2319,3515,91,Wildlife Reserve - Siargao Island,"Main Street, Siargao Island, Philippines"
2320,3515,64,Cultural Heritage Center - Siargao Island,"Main Street, Siargao Island, Philippines"
2321,3515,76,Grand Mosque - Siargao Island,"Main Street, Siargao Island, Philippines"
2322,3486,76,Grand Mosque - Moalboal,"Main Street, Moalboal, Philippines"
2323,3486,76,Cathedral - Moalboal,"Main Street, Moalboal, Philippines"
2324,3486,91,Botanical Garden - Moalboal,"Main Street, Moalboal, Philippines"
2325,3486,64,Science Museum - Moalboal,"Main Street, Moalboal, Philippines"
2326,3497,76,Grand Mosque - Panglao,"Main Street, Panglao, Philippines"
2327,3497,64,Science Museum - Panglao,"Main Street, Panglao, Philippines"
2328,3497,13,Paradise Beach - Panglao,"Main Street, Panglao, Philippines"
2329,3497,91,Botanical Garden - Panglao,"Main Street, Panglao, Philippines"
2330,3540,76,Ancient Temple - just back in Singapore,"Main Street, just back in Singapore, Singapore"
2331,3540,13,Golden Sand Beach - just back in Singapore,"Main Street, just back in Singapore, Singapore"
2332,3540,34,Local Bazaar - just back in Singapore,"Main Street, just back in Singapore, Singapore"
2333,3540,76,Sacred Shrine - just back in Singapore,"Main Street, just back in Singapore, Singapore"
2334,3545,34,Flea Market - Pasir Ris,"Main Street, Pasir Ris, Singapore"
2335,3545,91,Wildlife Reserve - Pasir Ris,"Main Street, Pasir Ris, Singapore"
2336,3545,64,Art Gallery - Pasir Ris,"Main Street, Pasir Ris, Singapore"
2337,3545,91,Eco Park - Pasir Ris,"Main Street, Pasir Ris, Singapore"
2338,3541,76,Cathedral - Lion City,"Main Street, Lion City, Singapore"
2339,3541,34,Farmers' Market - Lion City,"Main Street, Lion City, Singapore"
2340,3541,91,Eco Park - Lion City,"Main Street, Lion City, Singapore"
2341,3541,64,Art Gallery - Lion City,"Main Street, Lion City, Singapore"
2342,3599,34,Local Bazaar - Ko Lanta,"Main Street, Ko Lanta, Thailand"
2343,3599,13,Golden Sand Beach - Ko Lanta,"Main Street, Ko Lanta, Thailand"
2344,3599,13,Sunset Cove - Ko Lanta,"Main Street, Ko Lanta, Thailand"
2345,3599,34,Local Bazaar - Ko Lanta,"Main Street, Ko Lanta, Thailand"
2346,3581,64,Art Gallery - Chonburi,"Main Street, Chonburi, Thailand"
2347,3581,91,Wildlife Reserve - Chonburi,"Main Street, Chonburi, Thailand"
2348,3581,13,Golden Sand Beach - Chonburi,"Main Street, Chonburi, Thailand"
2349,3581,91,Eco Park - Chonburi,"Main Street, Chonburi, Thailand"
2350,3614,64,Cultural Heritage Center - Lop Buri,"Main Street, Lop Buri, Thailand"
2351,3614,34,Night Market - Lop Buri,"Main Street, Lop Buri, Thailand"
2352,3614,76,Ancient Temple - Lop Buri,"Main Street, Lop Buri, Thailand"
2353,3614,91,Wildlife Reserve - Lop Buri,"Main Street, Lop Buri, Thailand"
2354,3661,64,Cultural Heritage Center - Hai Phong,"Main Street, Hai Phong, Vietnam"
2355,3661,91,Eco Park - Hai Phong,"Main Street, Hai Phong, Vietnam"
2356,3661,64,Cultural Heritage Center - Hai Phong,"Main Street, Hai Phong, Vietnam"
2357,3661,13,Sunset Cove - Hai Phong,"Main Street, Hai Phong, Vietnam"
2358,3669,34,Night Market - Hue,"Main Street, Hue, Vietnam"
2359,3669,91,Wildlife Reserve - Hue,"Main Street, Hue, Vietnam"
2360,3669,76,Sacred Shrine - Hue,"Main Street, Hue, Vietnam"
2361,3669,91,Wildlife Reserve - Hue,"Main Street, Hue, Vietnam"
2362,3653,76,Sacred Shrine - Bac Ninh,"Main Street, Bac Ninh, Vietnam"
2363,3653,13,Sunset Cove - Bac Ninh,"Main Street, Bac Ninh, Vietnam"
2364,3653,91,Botanical Garden - Bac Ninh,"Main Street, Bac Ninh, Vietnam"
2365,3653,91,Wildlife Reserve - Bac Ninh,"Main Street, Bac Ninh, Vietnam"
2366,4503,76,Cathedral - Kings Beach,"Main Street, Kings Beach, Australia"
2367,4503,76,Ancient Temple - Kings Beach,"Main Street, Kings Beach, Australia"
2368,4503,76,Grand Mosque - Kings Beach,"Main Street, Kings Beach, Australia"
2369,4503,64,Art Gallery - Kings Beach,"Main Street, Kings Beach, Australia"
2370,5150,34,Farmers' Market - St Peters,"Main Street, St Peters, Australia"
2371,5150,64,Art Gallery - St Peters,"Main Street, St Peters, Australia"
2372,5150,64,History Museum - St Peters,"Main Street, St Peters, Australia"
2373,5150,91,Eco Park - St Peters,"Main Street, St Peters, Australia"
2374,3912,64,Science Museum - Brighton,"Main Street, Brighton, Australia"
2375,3912,13,Golden Sand Beach - Brighton,"Main Street, Brighton, Australia"
2376,3912,64,History Museum - Brighton,"Main Street, Brighton, Australia"
2377,3912,76,Sacred Shrine - Brighton,"Main Street, Brighton, Australia"
2378,5461,64,History Museum - Colo-I-Suva,"Main Street, Colo-I-Suva, Fiji"
2379,5461,64,History Museum - Colo-I-Suva,"Main Street, Colo-I-Suva, Fiji"
2380,5461,64,History Museum - Colo-I-Suva,"Main Street, Colo-I-Suva, Fiji"
2381,5461,34,Flea Market - Colo-I-Suva,"Main Street, Colo-I-Suva, Fiji"
2382,5462,13,Paradise Beach - Denarau Island,"Main Street, Denarau Island, Fiji"
2383,5462,64,Art Gallery - Denarau Island,"Main Street, Denarau Island, Fiji"
2384,5462,76,Cathedral - Denarau Island,"Main Street, Denarau Island, Fiji"
2385,5462,91,National Park - Denarau Island,"Main Street, Denarau Island, Fiji"
2386,5466,13,Golden Sand Beach - Viti Levu,"Main Street, Viti Levu, Fiji"
2387,5466,91,Wildlife Reserve - Viti Levu,"Main Street, Viti Levu, Fiji"
2388,5466,13,Crystal Bay - Viti Levu,"Main Street, Viti Levu, Fiji"
2389,5466,76,Ancient Temple - Viti Levu,"Main Street, Viti Levu, Fiji"
2390,5468,13,Paradise Beach - French Polynesia,"Main Street, French Polynesia, French Polynesia"
2391,5468,13,Golden Sand Beach - French Polynesia,"Main Street, French Polynesia, French Polynesia"
2392,5468,76,Ancient Temple - French Polynesia,"Main Street, French Polynesia, French Polynesia"
2393,5468,64,Cultural Heritage Center - French Polynesia,"Main Street, French Polynesia, French Polynesia"
2394,5471,34,Flea Market - Tahiti,"Main Street, Tahiti, French Polynesia"
2395,5471,91,Wildlife Reserve - Tahiti,"Main Street, Tahiti, French Polynesia"
2396,5471,64,Cultural Heritage Center - Tahiti,"Main Street, Tahiti, French Polynesia"
2397,5471,76,Cathedral - Tahiti,"Main Street, Tahiti, French Polynesia"
2398,5469,91,Botanical Garden - Moorea,"Main Street, Moorea, French Polynesia"
2399,5469,13,Crystal Bay - Moorea,"Main Street, Moorea, French Polynesia"
2400,5469,64,History Museum - Moorea,"Main Street, Moorea, French Polynesia"
2401,5469,64,Cultural Heritage Center - Moorea,"Main Street, Moorea, French Polynesia"
2402,5473,13,Crystal Bay - Guam,"Main Street, Guam, Mariana Islands"
2403,5473,91,Botanical Garden - Guam,"Main Street, Guam, Mariana Islands"
2404,5473,76,Sacred Shrine - Guam,"Main Street, Guam, Mariana Islands"
2405,5473,64,Art Gallery - Guam,"Main Street, Guam, Mariana Islands"
2406,5475,64,Art Gallery - Tamuning,"Main Street, Tamuning, Mariana Islands"
2407,5475,34,Flea Market - Tamuning,"Main Street, Tamuning, Mariana Islands"
2408,5475,13,Sunset Cove - Tamuning,"Main Street, Tamuning, Mariana Islands"
2409,5475,64,Cultural Heritage Center - Tamuning,"Main Street, Tamuning, Mariana Islands"
2410,5472,34,Local Bazaar - Dededo,"Main Street, Dededo, Mariana Islands"
2411,5472,13,Crystal Bay - Dededo,"Main Street, Dededo, Mariana Islands"
2412,5472,91,Botanical Garden - Dededo,"Main Street, Dededo, Mariana Islands"
2413,5472,64,Cultural Heritage Center - Dededo,"Main Street, Dededo, Mariana Islands"
2414,5477,34,Night Market - Kwajalein Island,"Main Street, Kwajalein Island, Marshall Islands"
2415,5477,64,Art Gallery - Kwajalein Island,"Main Street, Kwajalein Island, Marshall Islands"
2416,5477,13,Sunset Cove - Kwajalein Island,"Main Street, Kwajalein Island, Marshall Islands"
2417,5477,13,Crystal Bay - Kwajalein Island,"Main Street, Kwajalein Island, Marshall Islands"
2418,5476,64,Science Museum - Ebeye Island,"Main Street, Ebeye Island, Marshall Islands"
2419,5476,91,Eco Park - Ebeye Island,"Main Street, Ebeye Island, Marshall Islands"
2420,5476,64,History Museum - Ebeye Island,"Main Street, Ebeye Island, Marshall Islands"
2421,5476,76,Sacred Shrine - Ebeye Island,"Main Street, Ebeye Island, Marshall Islands"
2422,5479,91,National Park - Noumea,"Main Street, Noumea, New Caledonia"
2423,5479,91,Eco Park - Noumea,"Main Street, Noumea, New Caledonia"
2424,5479,64,Art Gallery - Noumea,"Main Street, Noumea, New Caledonia"
2425,5479,64,Cultural Heritage Center - Noumea,"Main Street, Noumea, New Caledonia"
2426,5478,34,Flea Market - Noum̩a,"Main Street, Noum̩a, New Caledonia"
2427,5478,91,Wildlife Reserve - Noum̩a,"Main Street, Noum̩a, New Caledonia"
2428,5478,13,Paradise Beach - Noum̩a,"Main Street, Noum̩a, New Caledonia"
2429,5478,91,National Park - Noum̩a,"Main Street, Noum̩a, New Caledonia"
2430,5575,34,Night Market - North Shore,"Main Street, North Shore, New Zealand"
2431,5575,91,Eco Park - North Shore,"Main Street, North Shore, New Zealand"
2432,5575,13,Sunset Cove - North Shore,"Main Street, North Shore, New Zealand"
2433,5575,76,Cathedral - North Shore,"Main Street, North Shore, New Zealand"
2434,5495,34,Night Market - Bay of Plenty Region,"Main Street, Bay of Plenty Region, New Zealand"
2435,5495,64,History Museum - Bay of Plenty Region,"Main Street, Bay of Plenty Region, New Zealand"
2436,5495,34,Farmers' Market - Bay of Plenty Region,"Main Street, Bay of Plenty Region, New Zealand"
2437,5495,64,History Museum - Bay of Plenty Region,"Main Street, Bay of Plenty Region, New Zealand"
2438,5510,64,Science Museum - Devonport,"Main Street, Devonport, New Zealand"
2439,5510,64,Cultural Heritage Center - Devonport,"Main Street, Devonport, New Zealand"
2440,5510,34,Night Market - Devonport,"Main Street, Devonport, New Zealand"
2441,5510,13,Crystal Bay - Devonport,"Main Street, Devonport, New Zealand"
2442,5680,13,Sunset Cove - Lae,"Main Street, Lae, Papua New Guinea"
2443,5680,64,History Museum - Lae,"Main Street, Lae, Papua New Guinea"
2444,5680,13,Crystal Bay - Lae,"Main Street, Lae, Papua New Guinea"
2445,5680,64,History Museum - Lae,"Main Street, Lae, Papua New Guinea"
2446,5681,76,Sacred Shrine - Port Moresby,"Main Street, Port Moresby, Papua New Guinea"
2447,5681,64,Science Museum - Port Moresby,"Main Street, Port Moresby, Papua New Guinea"
2448,5681,64,Science Museum - Port Moresby,"Main Street, Port Moresby, Papua New Guinea"
2449,5681,91,Botanical Garden - Port Moresby,"Main Street, Port Moresby, Papua New Guinea"
2450,5682,13,Golden Sand Beach - Rabaul,"Main Street, Rabaul, Papua New Guinea"
2451,5682,64,History Museum - Rabaul,"Main Street, Rabaul, Papua New Guinea"
2452,5682,34,Farmers' Market - Rabaul,"Main Street, Rabaul, Papua New Guinea"
2453,5682,91,Wildlife Reserve - Rabaul,"Main Street, Rabaul, Papua New Guinea"
2454,5683,34,Local Bazaar - Solomon Islands,"Main Street, Solomon Islands, Solomon Islands"
2455,5683,91,Eco Park - Solomon Islands,"Main Street, Solomon Islands, Solomon Islands"
2456,5683,13,Golden Sand Beach - Solomon Islands,"Main Street, Solomon Islands, Solomon Islands"
2457,5683,64,Cultural Heritage Center - Solomon Islands,"Main Street, Solomon Islands, Solomon Islands"
2458,5684,13,Sunset Cove - Vava'u Islands,"Main Street, Vava'u Islands, Tonga"
2459,5684,76,Grand Mosque - Vava'u Islands,"Main Street, Vava'u Islands, Tonga"
2460,5684,34,Farmers' Market - Vava'u Islands,"Main Street, Vava'u Islands, Tonga"
2461,5684,64,Cultural Heritage Center - Vava'u Islands,"Main Street, Vava'u Islands, Tonga"
2462,5686,76,Sacred Shrine - South Pacific,"Main Street, South Pacific, Vanuatu"
2463,5686,64,Cultural Heritage Center - South Pacific,"Main Street, South Pacific, Vanuatu"
2464,5686,91,Wildlife Reserve - South Pacific,"Main Street, South Pacific, Vanuatu"
2465,5686,76,Cathedral - South Pacific,"Main Street, South Pacific, Vanuatu"
2466,5685,34,Local Bazaar - Port Vila,"Main Street, Port Vila, Vanuatu"
2467,5685,64,Art Gallery - Port Vila,"Main Street, Port Vila, Vanuatu"
2468,5685,13,Golden Sand Beach - Port Vila,"Main Street, Port Vila, Vanuatu"
2469,5685,13,Golden Sand Beach - Port Vila,"Main Street, Port Vila, Vanuatu"
2470,5688,13,Paradise Beach - Europe,"Main Street, Europe, Europe"
2471,5688,91,Botanical Garden - Europe,"Main Street, Europe, Europe"
2472,5688,34,Local Bazaar - Europe,"Main Street, Europe, Europe"
2473,5688,91,National Park - Europe,"Main Street, Europe, Europe"
2474,5687,34,Night Market - EU,"Main Street, EU, Europe"
2475,5687,76,Sacred Shrine - EU,"Main Street, EU, Europe"
2476,5687,91,Botanical Garden - EU,"Main Street, EU, Europe"
2477,5687,13,Paradise Beach - EU,"Main Street, EU, Europe"
2478,5722,13,Golden Sand Beach - Vorchdorf,"Main Street, Vorchdorf, Austria"
2479,5722,13,Sunset Cove - Vorchdorf,"Main Street, Vorchdorf, Austria"
2480,5722,91,Eco Park - Vorchdorf,"Main Street, Vorchdorf, Austria"
2481,5722,34,Night Market - Vorchdorf,"Main Street, Vorchdorf, Austria"
2482,5725,91,Eco Park - Wien,"Main Street, Wien, Austria"
2483,5725,13,Golden Sand Beach - Wien,"Main Street, Wien, Austria"
2484,5725,34,Farmers' Market - Wien,"Main Street, Wien, Austria"
2485,5725,34,Farmers' Market - Wien,"Main Street, Wien, Austria"
2486,5693,34,Local Bazaar - Bali&Austria,"Main Street, Bali&Austria, Austria"
2487,5693,76,Sacred Shrine - Bali&Austria,"Main Street, Bali&Austria, Austria"
2488,5693,64,Science Museum - Bali&Austria,"Main Street, Bali&Austria, Austria"
2489,5693,13,Golden Sand Beach - Bali&Austria,"Main Street, Bali&Austria, Austria"
2490,5735,76,Grand Mosque - Mlini,"Main Street, Mlini, Croatia"
2491,5735,64,History Museum - Mlini,"Main Street, Mlini, Croatia"
2492,5735,34,Night Market - Mlini,"Main Street, Mlini, Croatia"
2493,5735,13,Golden Sand Beach - Mlini,"Main Street, Mlini, Croatia"
2494,5743,91,National Park - Trogir,"Main Street, Trogir, Croatia"
2495,5743,13,Sunset Cove - Trogir,"Main Street, Trogir, Croatia"
2496,5743,64,Art Gallery - Trogir,"Main Street, Trogir, Croatia"
2497,5743,64,Science Museum - Trogir,"Main Street, Trogir, Croatia"
2498,5727,34,Flea Market - Baska,"Main Street, Baska, Croatia"
2499,5727,13,Crystal Bay - Baska,"Main Street, Baska, Croatia"
2500,5727,64,Art Gallery - Baska,"Main Street, Baska, Croatia"
2501,5727,34,Farmers' Market - Baska,"Main Street, Baska, Croatia"
2502,5788,13,Sunset Cove - South Moravian Region,"Main Street, South Moravian Region, Czech Republic"
2503,5788,76,Ancient Temple - South Moravian Region,"Main Street, South Moravian Region, Czech Republic"
2504,5788,13,Sunset Cove - South Moravian Region,"Main Street, South Moravian Region, Czech Republic"
2505,5788,34,Night Market - South Moravian Region,"Main Street, South Moravian Region, Czech Republic"
2506,5775,76,Sacred Shrine - Lovosice,"Main Street, Lovosice, Czech Republic"
2507,5775,13,Golden Sand Beach - Lovosice,"Main Street, Lovosice, Czech Republic"
2508,5775,91,Botanical Garden - Lovosice,"Main Street, Lovosice, Czech Republic"
2509,5775,34,Flea Market - Lovosice,"Main Street, Lovosice, Czech Republic"
2510,5776,64,Art Gallery - Marianske Lazne,"Main Street, Marianske Lazne, Czech Republic"
2511,5776,64,History Museum - Marianske Lazne,"Main Street, Marianske Lazne, Czech Republic"
2512,5776,76,Ancient Temple - Marianske Lazne,"Main Street, Marianske Lazne, Czech Republic"
2513,5776,13,Sunset Cove - Marianske Lazne,"Main Street, Marianske Lazne, Czech Republic"
2514,5804,34,Night Market - Viimsi,"Main Street, Viimsi, Estonia"
2515,5804,76,Ancient Temple - Viimsi,"Main Street, Viimsi, Estonia"
2516,5804,13,Golden Sand Beach - Viimsi,"Main Street, Viimsi, Estonia"
2517,5804,91,Eco Park - Viimsi,"Main Street, Viimsi, Estonia"
2518,5803,64,Art Gallery - Tartu,"Main Street, Tartu, Estonia"
2519,5803,91,Eco Park - Tartu,"Main Street, Tartu, Estonia"
2520,5803,64,History Museum - Tartu,"Main Street, Tartu, Estonia"
2521,5803,76,Ancient Temple - Tartu,"Main Street, Tartu, Estonia"
2522,5794,34,Local Bazaar - estonia,"Main Street, estonia, Estonia"
2523,5794,76,Ancient Temple - estonia,"Main Street, estonia, Estonia"
2524,5794,76,Sacred Shrine - estonia,"Main Street, estonia, Estonia"
2525,5794,76,Ancient Temple - estonia,"Main Street, estonia, Estonia"
2526,6024,76,Grand Mosque - Wasserburg am Inn,"Main Street, Wasserburg am Inn, Germany"
2527,6024,34,Farmers' Market - Wasserburg am Inn,"Main Street, Wasserburg am Inn, Germany"
2528,6024,76,Grand Mosque - Wasserburg am Inn,"Main Street, Wasserburg am Inn, Germany"
2529,6024,64,Cultural Heritage Center - Wasserburg am Inn,"Main Street, Wasserburg am Inn, Germany"
2530,5872,64,Art Gallery - Giessen,"Main Street, Giessen, Germany"
2531,5872,13,Golden Sand Beach - Giessen,"Main Street, Giessen, Germany"
2532,5872,64,Art Gallery - Giessen,"Main Street, Giessen, Germany"
2533,5872,91,Eco Park - Giessen,"Main Street, Giessen, Germany"
2534,5815,64,Cultural Heritage Center - Bad Neuenahr-Ahrweiler,"Main Street, Bad Neuenahr-Ahrweiler, Germany"
2535,5815,76,Grand Mosque - Bad Neuenahr-Ahrweiler,"Main Street, Bad Neuenahr-Ahrweiler, Germany"
2536,5815,91,Botanical Garden - Bad Neuenahr-Ahrweiler,"Main Street, Bad Neuenahr-Ahrweiler, Germany"
2537,5815,64,Art Gallery - Bad Neuenahr-Ahrweiler,"Main Street, Bad Neuenahr-Ahrweiler, Germany"
2538,6037,13,Paradise Beach - Balatonfured,"Main Street, Balatonfured, Hungary"
2539,6037,34,Night Market - Balatonfured,"Main Street, Balatonfured, Hungary"
2540,6037,91,Eco Park - Balatonfured,"Main Street, Balatonfured, Hungary"
2541,6037,76,Grand Mosque - Balatonfured,"Main Street, Balatonfured, Hungary"
2542,6050,64,History Museum - Sarvar,"Main Street, Sarvar, Hungary"
2543,6050,64,History Museum - Sarvar,"Main Street, Sarvar, Hungary"
2544,6050,64,History Museum - Sarvar,"Main Street, Sarvar, Hungary"
2545,6050,91,National Park - Sarvar,"Main Street, Sarvar, Hungary"
2546,6045,34,Flea Market - Miskolc,"Main Street, Miskolc, Hungary"
2547,6045,76,Sacred Shrine - Miskolc,"Main Street, Miskolc, Hungary"
2548,6045,91,Eco Park - Miskolc,"Main Street, Miskolc, Hungary"
2549,6045,64,History Museum - Miskolc,"Main Street, Miskolc, Hungary"
2550,6059,64,Art Gallery - Dreilini,"Main Street, Dreilini, Latvia"
2551,6059,34,Farmers' Market - Dreilini,"Main Street, Dreilini, Latvia"
2552,6059,13,Paradise Beach - Dreilini,"Main Street, Dreilini, Latvia"
2553,6059,91,National Park - Dreilini,"Main Street, Dreilini, Latvia"
2554,6060,13,Golden Sand Beach - Jelgava,"Main Street, Jelgava, Latvia"
2555,6060,76,Cathedral - Jelgava,"Main Street, Jelgava, Latvia"
2556,6060,91,Botanical Garden - Jelgava,"Main Street, Jelgava, Latvia"
2557,6060,91,Botanical Garden - Jelgava,"Main Street, Jelgava, Latvia"
2558,6064,91,Wildlife Reserve - Ventspils,"Main Street, Ventspils, Latvia"
2559,6064,91,National Park - Ventspils,"Main Street, Ventspils, Latvia"
2560,6064,64,History Museum - Ventspils,"Main Street, Ventspils, Latvia"
2561,6064,91,Wildlife Reserve - Ventspils,"Main Street, Ventspils, Latvia"
2562,6073,91,National Park - Vilnius,"Main Street, Vilnius, Lithuania"
2563,6073,91,National Park - Vilnius,"Main Street, Vilnius, Lithuania"
2564,6073,13,Golden Sand Beach - Vilnius,"Main Street, Vilnius, Lithuania"
2565,6073,76,Ancient Temple - Vilnius,"Main Street, Vilnius, Lithuania"
2566,6066,91,Eco Park - Gargzdai,"Main Street, Gargzdai, Lithuania"
2567,6066,64,Cultural Heritage Center - Gargzdai,"Main Street, Gargzdai, Lithuania"
2568,6066,34,Farmers' Market - Gargzdai,"Main Street, Gargzdai, Lithuania"
2569,6066,91,Eco Park - Gargzdai,"Main Street, Gargzdai, Lithuania"
2570,6070,34,Night Market - Klaipeda,"Main Street, Klaipeda, Lithuania"
2571,6070,34,Local Bazaar - Klaipeda,"Main Street, Klaipeda, Lithuania"
2572,6070,76,Sacred Shrine - Klaipeda,"Main Street, Klaipeda, Lithuania"
2573,6070,76,Cathedral - Klaipeda,"Main Street, Klaipeda, Lithuania"
2574,6076,91,Botanical Garden - Kehlen,"Main Street, Kehlen, Luxembourg"
2575,6076,64,History Museum - Kehlen,"Main Street, Kehlen, Luxembourg"
2576,6076,64,History Museum - Kehlen,"Main Street, Kehlen, Luxembourg"
2577,6076,13,Golden Sand Beach - Kehlen,"Main Street, Kehlen, Luxembourg"
2578,6080,34,Farmers' Market - Luxembourg District,"Main Street, Luxembourg District, Luxembourg"
2579,6080,13,Sunset Cove - Luxembourg District,"Main Street, Luxembourg District, Luxembourg"
2580,6080,34,Farmers' Market - Luxembourg District,"Main Street, Luxembourg District, Luxembourg"
2581,6080,34,Local Bazaar - Luxembourg District,"Main Street, Luxembourg District, Luxembourg"
2582,6075,91,Eco Park - Kayl,"Main Street, Kayl, Luxembourg"
2583,6075,64,Cultural Heritage Center - Kayl,"Main Street, Kayl, Luxembourg"
2584,6075,91,National Park - Kayl,"Main Street, Kayl, Luxembourg"
2585,6075,76,Grand Mosque - Kayl,"Main Street, Kayl, Luxembourg"
2586,6102,76,Ancient Temple - Olsztyn,"Main Street, Olsztyn, Poland"
2587,6102,64,Science Museum - Olsztyn,"Main Street, Olsztyn, Poland"
2588,6102,64,Science Museum - Olsztyn,"Main Street, Olsztyn, Poland"
2589,6102,91,Botanical Garden - Olsztyn,"Main Street, Olsztyn, Poland"
2590,6099,13,Golden Sand Beach - Lodz,"Main Street, Lodz, Poland"
2591,6099,76,Cathedral - Lodz,"Main Street, Lodz, Poland"
2592,6099,34,Flea Market - Lodz,"Main Street, Lodz, Poland"
2593,6099,76,Sacred Shrine - Lodz,"Main Street, Lodz, Poland"
2594,6098,91,Botanical Garden - Krakow,"Main Street, Krakow, Poland"
2595,6098,34,Local Bazaar - Krakow,"Main Street, Krakow, Poland"
2596,6098,34,Local Bazaar - Krakow,"Main Street, Krakow, Poland"
2597,6098,76,Cathedral - Krakow,"Main Street, Krakow, Poland"
2598,6154,91,Wildlife Reserve - Targu Mures,"Main Street, Targu Mures, Romania"
2599,6154,13,Paradise Beach - Targu Mures,"Main Street, Targu Mures, Romania"
2600,6154,91,Botanical Garden - Targu Mures,"Main Street, Targu Mures, Romania"
2601,6154,91,Wildlife Reserve - Targu Mures,"Main Street, Targu Mures, Romania"
2602,6138,91,Wildlife Reserve - Ghimbav,"Main Street, Ghimbav, Romania"
2603,6138,76,Ancient Temple - Ghimbav,"Main Street, Ghimbav, Romania"
2604,6138,91,National Park - Ghimbav,"Main Street, Ghimbav, Romania"
2605,6138,13,Golden Sand Beach - Ghimbav,"Main Street, Ghimbav, Romania"
2606,6149,34,Night Market - Romania,"Main Street, Romania, Romania"
2607,6149,34,Flea Market - Romania,"Main Street, Romania, Romania"
2608,6149,91,National Park - Romania,"Main Street, Romania, Romania"
2609,6149,13,Crystal Bay - Romania,"Main Street, Romania, Romania"
2610,6156,13,Crystal Bay - Belgrade,"Main Street, Belgrade, Serbia"
2611,6156,64,Science Museum - Belgrade,"Main Street, Belgrade, Serbia"
2612,6156,34,Farmers' Market - Belgrade,"Main Street, Belgrade, Serbia"
2613,6156,64,Science Museum - Belgrade,"Main Street, Belgrade, Serbia"
2614,6157,91,National Park - Kragujevac,"Main Street, Kragujevac, Serbia"
2615,6157,34,Night Market - Kragujevac,"Main Street, Kragujevac, Serbia"
2616,6157,34,Local Bazaar - Kragujevac,"Main Street, Kragujevac, Serbia"
2617,6157,64,Cultural Heritage Center - Kragujevac,"Main Street, Kragujevac, Serbia"
2618,6161,76,Sacred Shrine - Serbia,"Main Street, Serbia, Serbia"
2619,6161,91,Botanical Garden - Serbia,"Main Street, Serbia, Serbia"
2620,6161,13,Golden Sand Beach - Serbia,"Main Street, Serbia, Serbia"
2621,6161,34,Farmers' Market - Serbia,"Main Street, Serbia, Serbia"
2622,6163,91,Eco Park - Bratislava,"Main Street, Bratislava, Slovakia"
2623,6163,64,Art Gallery - Bratislava,"Main Street, Bratislava, Slovakia"
2624,6163,64,Science Museum - Bratislava,"Main Street, Bratislava, Slovakia"
2625,6163,91,Eco Park - Bratislava,"Main Street, Bratislava, Slovakia"
2626,6168,13,Sunset Cove - Limbach,"Main Street, Limbach, Slovakia"
2627,6168,34,Local Bazaar - Limbach,"Main Street, Limbach, Slovakia"
2628,6168,13,Sunset Cove - Limbach,"Main Street, Limbach, Slovakia"
2629,6168,76,Grand Mosque - Limbach,"Main Street, Limbach, Slovakia"
2630,6174,76,Ancient Temple - Senec,"Main Street, Senec, Slovakia"
2631,6174,91,Botanical Garden - Senec,"Main Street, Senec, Slovakia"
2632,6174,34,Night Market - Senec,"Main Street, Senec, Slovakia"
2633,6174,91,Botanical Garden - Senec,"Main Street, Senec, Slovakia"
2634,6197,64,Science Museum - Prebold,"Main Street, Prebold, Slovenia"
2635,6197,91,Botanical Garden - Prebold,"Main Street, Prebold, Slovenia"
